,precision,recall,f1-score,support
0,0.859729172799529,0.9336636828644501,0.8951724137931034,6256.0
1,0.9607949904710046,0.9957674943566591,0.9779686850491894,3544.0
2,0.9994108983799705,0.9991166077738516,0.9992637314092181,3396.0
3,0.5142633841344275,0.5007610350076104,0.5074224021592443,2628.0
4,0.48172323759791125,0.5612167300380229,0.5184404636459431,2630.0
5,0.2720794095189616,0.4100498657460683,0.3271113831089351,2607.0
6,0.47388059701492535,0.1507120253164557,0.22869147659063624,2528.0
7,0.7254601226993865,0.755591054313099,0.7402190923317684,2504.0
8,0.5268605224248398,0.43261837312828816,0.47511111111111115,2471.0
9,0.6435298221137077,0.7063552833078101,0.6734805621463771,2612.0
10,0.9742092457420924,0.8082357690754945,0.8834951456310679,2477.0
11,0.318218954248366,0.31247492980344965,0.31532078526614044,2493.0
12,0.29806362378976486,0.3435631725787166,0.3192001481207184,2509.0
13,1.0,0.3395638629283489,0.5069767441860465,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6516851068169072,0.6516851068169072,0.6516851068169072,0.6516851068169072
macro avg,0.6032149320623258,0.5499793257492217,0.5578582763033,39226.0
weighted avg,0.6571616326075518,0.6516851068169072,0.6452939245453275,39226.0
