,precision,recall,f1-score,support
0,0.7802636835797043,0.9365409207161125,0.8512895023610607,6256.0
1,0.9606234618539786,0.9912528216704289,0.9756978197472574,3544.0
2,1.0,0.9958775029446407,0.997934493951018,3396.0
3,0.47664901299951856,0.3767123287671233,0.4208289054197662,2628.0
4,0.41738329238329236,0.5167300380228137,0.4617737003058104,2630.0
5,0.23561946902654868,0.6536248561565017,0.3463766642951519,2607.0
6,0.6910112359550562,0.04865506329113924,0.09090909090909093,2528.0
7,0.6547806879141685,0.8286741214057508,0.7315353428521065,2504.0
8,0.35941130906274205,0.3755564548765682,0.3673065505640214,2471.0
9,0.6640912435614422,0.69104134762634,0.677298311444653,2612.0
10,0.954248366013072,0.8251917642309246,0.8850400519592986,2477.0
11,0.7278481012658228,0.13838748495788206,0.23255813953488372,2493.0
12,0.5910931174089069,0.17457154244719011,0.26953846153846156,2509.0
13,1.0,0.3395638629283489,0.5069767441860465,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6290215673277928,0.6290215673277928,0.6290215673277928,0.6290215673277928
macro avg,0.6342015320682836,0.5261586740027843,0.5210042519379084,39226.0
weighted avg,0.6790853221007787,0.6290215673277928,0.6053448335844077,39226.0
