,precision,recall,f1-score,support
0,0.7692621835012251,0.9032928388746803,0.8309072195265401,6256.0
1,0.9606879606879607,0.9929458239277652,0.9765505758290551,3544.0
2,1.0,0.9949941107184923,0.9974907749077491,3396.0
3,0.1651305683563748,0.16362252663622526,0.16437308868501527,2628.0
4,0.4042236763831053,0.5167300380228137,0.4536048064085447,2630.0
5,0.23439965571653995,0.6267740698120445,0.3411985800793485,2607.0
6,0.3543956043956044,0.05102848101265823,0.08921161825726141,2528.0
7,0.6374703087885986,0.8574281150159745,0.7312670299727521,2504.0
8,0.3381803074366431,0.3294212869283691,0.33374333743337437,2471.0
9,0.5921460558043403,0.6581163859111792,0.6233907524932003,2612.0
10,0.8921389396709324,0.7880500605571256,0.8368703108252947,2477.0
11,1.0,0.025671881267549136,0.050058662495111456,2493.0
12,0.7829457364341085,0.16102032682343564,0.2671074380165289,2509.0
13,1.0,0.2834890965732087,0.44174757281553395,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.5937898332738489,0.5937898332738489,0.5937898332738489,0.5937898332738489
macro avg,0.6087320664783622,0.49017233613876804,0.475834784516354,39226.0
weighted avg,0.6522214715361402,0.5937898332738489,0.5628991199346489,39226.0
