,precision,recall,f1-score,support
0,0.802819059292171,0.8375959079283888,0.819838848470625,6256.0
1,0.9609030837004405,0.9847629796839729,0.9726867335562988,3544.0
2,0.9994022713687986,0.9846878680800942,0.9919905072678731,3396.0
3,0.3655705996131528,0.07191780821917808,0.12019077901430841,2628.0
4,0.36327185244587007,0.5167300380228137,0.4266206247056977,2630.0
5,0.2628696604600219,0.09205983889528194,0.13636363636363638,2607.0
6,0.0,0.0,0.0,2528.0
7,0.6098901098901099,0.9309105431309904,0.7369585836231427,2504.0
8,0.3812526271542665,0.3670578713071631,0.374020618556701,2471.0
9,0.6226765799256505,0.5130168453292496,0.5625524769101595,2612.0
10,0.8170731707317073,0.7844166330238191,0.8004119464469618,2477.0
11,0.1678832116788321,0.1291616526273566,0.1459986397642258,2493.0
12,0.1577258726899384,0.4898365882821841,0.23861760994078246,2509.0
13,1.0,0.3395638629283489,0.5069767441860465,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.5619487074899302,0.5619487074899302,0.5619487074899302,0.5619487074899302
macro avg,0.5007558732633973,0.46944789583058955,0.45554851658709733,39226.0
weighted avg,0.5526462295032772,0.5619487074899302,0.5375324892343041,39226.0
