,precision,recall,f1-score,support
0,0.8448892065761258,0.944693094629156,0.8920081503282771,6256.0
1,0.9609544468546638,1.0,0.9800884955752213,3544.0
2,1.0,1.0,1.0,3396.0
3,0.9395900755124056,0.3314307458143075,0.49001406469760894,2628.0
4,0.4423566878980892,0.5281368821292776,0.48145580589254766,2630.0
5,0.21828631138975965,0.8013041810510165,0.34310585530097726,2607.0
6,0.9734848484848485,0.10166139240506329,0.1840974212034384,2528.0
7,0.8283433133732535,0.6629392971246006,0.7364685004436557,2504.0
8,0.7516059957173448,0.4261432618373128,0.543904958677686,2471.0
9,0.5930981200103013,0.8816998468606432,0.7091608929946112,2612.0
10,0.9971291866028709,0.8413403310456197,0.9126341142982264,2477.0
11,0.9902439024390244,0.16285599679101484,0.27971064416121255,2493.0
12,0.7279521674140508,0.19410123555201275,0.3064820641913153,2509.0
13,0.4068441064638783,1.0,0.5783783783783784,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6569622189364197,0.6569622189364197,0.6569622189364197,0.6569622189364197
macro avg,0.7116518912491078,0.5917537510160017,0.5625006230762105,39226.0
weighted avg,0.7935066207657725,0.6569622189364197,0.6454053031126912,39226.0
