,precision,recall,f1-score,support
0,0.8125816993464052,0.7949168797953964,0.8036522301228183,6256.0
1,0.9606342263531985,0.9915349887133182,0.9758400444321023,3544.0
2,0.9994045846978268,0.9885159010600707,0.9939304219096966,3396.0
3,0.0,0.0,0.0,2628.0
4,0.2729714176098216,0.5410646387832699,0.3628713502486293,2630.0
5,0.2817243472981178,0.17798235519754507,0.21814762576398683,2607.0
6,0.0,0.0,0.0,2528.0
7,0.6124275934702474,0.9289137380191693,0.7381783560774355,2504.0
8,0.3236196319018405,0.3415621205989478,0.33234888757629455,2471.0
9,0.531237721021611,0.5176110260336907,0.5243358541787863,2612.0
10,0.8170731707317073,0.7844166330238191,0.8004119464469618,2477.0
11,0.0,0.0,0.0,2493.0
12,0.1577258726899384,0.4898365882821841,0.23861760994078246,2509.0
13,1.0,0.3364485981308411,0.5034965034965034,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.5489471269056239,0.5489471269056239,0.5489471269056239,0.5489471269056239
macro avg,0.4512933510080476,0.4595202311758834,0.4327887220129332,39226.0
weighted avg,0.5046588275870489,0.5489471269056239,0.5141132922471956,39226.0
