,precision,recall,f1-score,support
0,0.8542091465190795,0.9375,0.8939186099679928,6256.0
1,0.9609438567941416,0.9997178329571106,0.9799474484856867,3544.0
2,0.9994114184814596,1.0,0.9997056226081837,3396.0
3,0.57479964381122,0.491248097412481,0.529749692244563,2628.0
4,0.49033103900360536,0.5688212927756654,0.5266678401689844,2630.0
5,0.2228429546865301,0.6885308784042962,0.33670981054211213,2607.0
6,0.616580310880829,0.14121835443037975,0.22980366913421307,2528.0
7,0.7864559819413093,0.6956869009584664,0.7382920110192838,2504.0
8,0.7746478873239436,0.4006475111290975,0.5281408375566817,2471.0
9,0.6143165689601975,0.7622511485451761,0.6803348710063216,2612.0
10,0.9927536231884058,0.8296326201049656,0.9038926764899933,2477.0
11,0.4817127564674398,0.21660649819494585,0.29883785279468733,2493.0
12,0.45760122230710465,0.23874053407732165,0.3137768465165008,2509.0
13,1.0,0.3395638629283489,0.5069767441860465,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6569367256411563,0.6569367256411563,0.6569367256411563,0.6569367256411563
macro avg,0.655107094024351,0.554011035461217,0.5644503021814167,39226.0
weighted avg,0.7061756745861623,0.6569367256411563,0.6516356012855757,39226.0
