,precision,recall,f1-score,support
0,0.7732843137254902,0.9077685421994884,0.8351470588235295,6256.0
1,0.9608695652173913,0.9977426636568849,0.9789590254706534,3544.0
2,1.0,0.997055359246172,0.9985255086994986,3396.0
3,0.3648854961832061,0.2728310502283105,0.31221423905943824,2628.0
4,0.4042236763831053,0.5167300380228137,0.4536048064085447,2630.0
5,0.23942161339421614,0.6033755274261603,0.34281355562820087,2607.0
6,0.0,0.0,0.0,2528.0
7,0.6275568181818182,0.8821884984025559,0.7333997343957503,2504.0
8,0.269532384548359,0.3755564548765682,0.3138315860669597,2471.0
9,0.6164994425863991,0.635145482388974,0.6256835753347162,2612.0
10,0.8003929273084479,0.8223657650383528,0.8112305854241338,2477.0
11,0.8205128205128205,0.025671881267549136,0.049786075457020615,2493.0
12,0.7472727272727273,0.16381028298126743,0.2687152664269369,2509.0
13,1.0,0.2772585669781931,0.43414634146341463,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6028399530923367,0.6028399530923367,0.6028399530923367,0.6028399530923367
macro avg,0.5749634523542653,0.49850000751421936,0.4772038239105865,39226.0
weighted avg,0.6209381598675255,0.6028399530923367,0.5655839678426161,39226.0
